Id Derivação;Código;Código Alternativo;Id Produto;Produto - Derivação;Marca;Modelo;Qtde Estoque;Id Pai;Código Pai;Código Agrupador;Tipo;Tipo Registro;EAN;NCM;CEST;Origem Fiscal;PIS;COFINS;Peso (kg);Largura (cm);Altura (cm);Comprimento (cm);Volume;Palavras Chave;Data de Lançamento;Ativo
3237;risa-gel-paint-moon;;1313;Gel LED/UV Risa Professional Paint Moon 8g;Risa Professional;;6;0;;;Produto;Pai;;33043000;2001200;0;99;99;0;0;0;0;0;geu, profissional, profissionau, proficional, proficionau, profecional, profecionau, professionau, profecional, profecionau, unha, paimt, pint, painte, mun, mum, mon;06/03/2023;Sim
3238;7898244182803;;1313;Gel LED/UV Risa Professional Paint Moon 8g;Risa Professional;;6;3237;risa-gel-paint-moon;risa-gel-paint-moon;Produto;Filho;7898244182803;33043000;2001200;0;99;99;0;0;0;0;0;geu, profissional, profissionau, proficional, proficionau, profecional, profecionau, professionau, profecional, profecionau, unha, paimt, pint, painte, mun, mum, mon;06/03/2023;Sim
3816;ideal-gel-massagem-arnica;;1551;Gel Para Massagem Muscular Dr. Ideal Arnica 240g;Ideal;;40;0;;;Produto;Pai;;33072090;2002900;0;99;99;0,27;6,5;3,5;18,8;0;maçagem, masagem, geu, corpo, massage, frescor, conforto, bem-estar;30/05/2023;Sim
3817;7896679223672;;1551;Gel Para Massagem Muscular Dr. Ideal Arnica 240g;Ideal;;40;3816;ideal-gel-massagem-arnica;ideal-gel-massagem-arnica;Produto;Filho;7896679223672;33072090;2002900;0;99;99;0,27;6,5;3,5;18,8;0;maçagem, masagem, geu, corpo, massage, frescor, conforto, bem-estar;30/05/2023;Sim
3795;lamore-gel-redutor;;1539;Gel Redutor Corporal L'Amore Crioterapia 200g - Ideal;L'Amore;;6;0;;;Produto;Pai;;33049990;2001500;0;99;99;0,22;7,6;4,5;17,7;0;corpo, geu, reducao, lamore, prevencao, eficaz, tratamento estetico, absorcao;23/05/2023;Sim
3796;7896679232797;;1539;Gel Redutor Corporal L'Amore Crioterapia 200g - Ideal;L'Amore;;6;3795;lamore-gel-redutor;lamore-gel-redutor;Produto;Filho;7896679232797;33049990;2001500;0;99;99;0,22;7,6;4,5;17,7;0;corpo, geu, reducao, lamore, prevencao, eficaz, tratamento estetico, absorcao;23/05/2023;Sim
2293;7896679223924;;987;Gel Redutor Para o Corpo Ideal 750g;Ideal;;8;2292;ideal-gel-redutor-750;ideal-gel-redutor-750;Produto;Filho;7896679223924;33049990;2001500;0;99;99;1,05;9,5;9,5;16;0;gél, reductor,;06/10/2022;Não
2292;ideal-gel-redutor-750;;987;Gel Redutor Para o Corpo Ideal 750g;Ideal;;8;0;;;Produto;Pai;;33049990;2001500;0;99;99;1,05;9,5;9,5;16;0;gél, reductor,;06/10/2022;Não
2284;7898964247110;;983;Gel Vòlia Base 20g;Vòlia;;3;2282;volia-gel-base-20g;volia-gel-base-20g;Produto;Filho;7898964247110;33043000;2001200;0;99;99;0,07;6,6;5,2;6,6;0;baze, vóila, voila, vólia;06/10/2022;Sim
2282;volia-gel-base-20g;;983;Gel Vòlia Base 20g;Vòlia;;3;0;;;Produto;Pai;;33043000;2001200;0;99;99;0,07;6,6;5,2;6,6;0;baze, vóila, voila, vólia;06/10/2022;Sim
2275;volia-pote-cl-nude;;980;Gel Vòlia Classic Nude 24g;Vòlia;;10;0;;;Produto;Pai;;33043000;2001200;0;99;99;0,07;6,6;5;6,6;0;gél, géu, geu, nuds, nudes, voila, vóila;05/10/2022;Sim
2277;7898964247233;;980;Gel Vòlia Classic Nude 24g;Vòlia;;10;2275;volia-pote-cl-nude;volia-pote-cl-nude;Produto;Filho;7898964247233;33043000;2001200;0;99;99;0,07;6,6;5;6,6;0;gél, géu, geu, nuds, nudes, voila, vóila;05/10/2022;Sim
2287;7898964247219;;984;Gel Vòlia Classic Pink 24g;Vòlia;;4;2285;volia-pote-cl-pink;volia-pote-cl-pink;Produto;Filho;7898964247219;33043000;2001200;0;99;99;0,07;6,6;5;6,6;0;clasic, rosa, vóila, voila, vóla;06/10/2022;Sim
2285;volia-pote-cl-pink;;984;Gel Vòlia Classic Pink 24g;Vòlia;;4;0;;;Produto;Pai;;33043000;2001200;0;99;99;0,07;6,6;5;6,6;0;clasic, rosa, vóila, voila, vóla;06/10/2022;Sim
2274;7898964247561;;979;Gel Vòlia Control Blanc Glitter 24g;Vòlia;;0;2272;volia-pote-ct-blanc-gl;volia-pote-ct-blanc-gl;Produto;Filho;7898964247561;33043000;2001200;0;99;99;0,07;6,6;5;6,6;0;géu, gel, voila, bólia, vóila;05/10/2022;Não
2272;volia-pote-ct-blanc-gl;;979;Gel Vòlia Control Blanc Glitter 24g;Vòlia;;0;0;;;Produto;Pai;;33043000;2001200;0;99;99;0,07;6,6;5;6,6;0;géu, gel, voila, bólia, vóila;05/10/2022;Não
2279;7898964247271;;981;Gel Vòlia Control Cover 24g;Vòlia;;10;2278;volia-pote-ct-cover;volia-pote-ct-cover;Produto;Filho;7898964247271;33043000;2001200;0;99;99;0,07;6,6;5;6,6;0;géu, gél, geu, géus, voila, vola, viola;05/10/2022;Não
2278;volia-pote-ct-cover;;981;Gel Vòlia Control Cover 24g;Vòlia;;10;0;;;Produto;Pai;;33043000;2001200;0;99;99;0,07;6,6;5;6,6;0;géu, gél, geu, géus, voila, vola, viola;05/10/2022;Não
2298;volia-pote-ct-pink;;990;Gel Vòlia Control Pink 24g;Vòlia;;2;0;;;Produto;Pai;;33043000;2001200;0;99;99;0,07;6,6;5,5;6,6;0;vóila, voila, rosa, contoul, controu;06/10/2022;Não
2300;7898964247820;;990;Gel Vòlia Control Pink 24g;Vòlia;;2;2298;volia-pote-ct-pink;volia-pote-ct-pink;Produto;Filho;7898964247820;33043000;2001200;0;99;99;0,07;6,6;5,5;6,6;0;vóila, voila, rosa, contoul, controu;06/10/2022;Não
2201;volia-gel-sache;;959;Gel Vòlia Sachê;Vòlia;;154;0;;;Produto;Pai;;33043000;2001200;0;99;99;0,03;3;1,5;16;0;sache, chache, chaxe, sace, voila, volia;03/10/2022;Sim
3966;7898964247646;;959;Gel Vòlia Sachê - Classic Blanc 14g;Vòlia;;19;2201;volia-gel-sache;volia-gel-sache;Produto;Filho;7898964247646;33043000;2001200;0;99;99;0,03;3;1,5;16;0;sache, chache, chaxe, sace, voila, volia;07/08/2023;Sim
2268;7898964247639;;959;Gel Vòlia Sachê - Classic Clear 14g;Vòlia;;16;2201;volia-gel-sache;volia-gel-sache;Produto;Filho;7898964247639;33043000;2001200;0;99;99;0,03;3;1,5;16;0;sache, chache, chaxe, sace, voila, volia;05/10/2022;Sim
2261;7898964247677;;959;Gel Vòlia Sachê - Classic Cover 14g;Vòlia;;13;2201;volia-gel-sache;volia-gel-sache;Produto;Filho;7898964247677;33043000;2001200;0;99;99;0,03;3;1,5;16;0;sache, chache, chaxe, sace, voila, volia;05/10/2022;Sim
3964;7898964247684;;959;Gel Vòlia Sachê - Classic Crystal 14g;Vòlia;;19;2201;volia-gel-sache;volia-gel-sache;Produto;Filho;7898964247684;33043000;2001200;0;99;99;0,03;3;1,5;16;0;sache, chache, chaxe, sace, voila, volia;07/08/2023;Sim
3965;7898964247653;;959;Gel Vòlia Sachê - Classic Nude 14g;Vòlia;;0;2201;volia-gel-sache;volia-gel-sache;Produto;Filho;7898964247653;33043000;2001200;0;99;99;0,03;3;1,5;16;0;sache, chache, chaxe, sace, voila, volia;07/08/2023;Sim
2264;7898964247660;;959;Gel Vòlia Sachê - Classic Pink 14g;Vòlia;;19;2201;volia-gel-sache;volia-gel-sache;Produto;Filho;7898964247660;33043000;2001200;0;99;99;0,03;3;1,5;16;0;sache, chache, chaxe, sace, voila, volia;05/10/2022;Sim
3496;7898721330017;;959;Gel Vòlia Sachê - Classic Pink Hard 14g;Vòlia;;20;2201;volia-gel-sache;volia-gel-sache;Produto;Filho;7898721330017;33043000;2001200;0;99;99;0,03;3;1,5;16;0;sache, chache, chaxe, sace, voila, volia;13/04/2023;Sim
3967;7898964247981;;959;Gel Vòlia Sachê - Control Cover 14g;Vòlia;;30;2201;volia-gel-sache;volia-gel-sache;Produto;Filho;7898964247981;33043000;2001200;0;99;99;0,03;3;1,5;16;0;sache, chache, chaxe, sace, voila, volia;07/08/2023;Sim
2266;7898721330000;;959;Gel Vòlia Sachê - Control Pink 14g;Vòlia;;0;2201;volia-gel-sache;volia-gel-sache;Produto;Filho;7898721330000;33043000;2001200;0;99;99;0,03;3;1,5;16;0;sache, chache, chaxe, sace, voila, volia;05/10/2022;Sim
2263;7898964247974;;959;Gel Vòlia Sachê - Gel Base 12g;Vòlia;;18;2201;volia-gel-sache;volia-gel-sache;Produto;Filho;7898964247974;33043000;2001200;0;99;99;0,03;3;1,5;16;0;sache, chache, chaxe, sace, voila, volia;05/10/2022;Sim
4215;7896727945952;;1736;Gola Higiênica Descartável Dompel 100 unidades 6,5cm;Dompel;;10;4214;dompel-gola-4595;dompel-gola-4595;Produto;Filho;7896727945952;48189090;2004700;0;99;99;0,11;11;7;11;0;;21/10/2023;Sim
4214;dompel-gola-4595;;1736;Gola Higiênica Descartável Dompel 100 unidades 6,5cm;Dompel;;10;0;;;Produto;Pai;;48189090;2004700;0;99;99;0,11;11;7;11;0;;21/10/2023;Sim
4107;7908003908589;;1683;Hair Spray Vizet Splendidus 400ml;Vizet;;2;4106;vizet-hspray-splend-400ml;vizet-hspray-splend-400ml;Produto;Filho;7908003908589;33053000;2001900;0;6;6;0,35;5,6;5,6;24,7;0;Cabelo, Sprai, Sprei, Esprai, Esprei, Fixação, Hidratação;23/08/2023;Sim
4106;vizet-hspray-splend-400ml;;1683;Hair Spray Vizet Splendidus 400ml;Vizet;;2;0;;;Produto;Pai;;33053000;2001900;0;6;6;0,35;5,6;5,6;24,7;0;Cabelo, Sprai, Sprei, Esprai, Esprei, Fixação, Hidratação;23/08/2023;Sim
2248;7908357401163-01;;972;Hidratante Berry Kiss Mãozinha de Fada Clareador 100ml;Berry Kiss;;0;2247;7908357401163;7908357401163;Produto;Filho;7908357401163;33049910;2001400;0;99;99;0,12;6;4;16;0;;04/10/2022;Não
2247;7908357401163;;972;Hidratante Berry Kiss Mãozinha de Fada Clareador 100ml;Berry Kiss;;0;0;;;Produto;Pai;;33049910;2001400;0;99;99;0,12;6;4;16;0;;04/10/2022;Sim
653;7898506467556;;340;Hidromassageador Para Pés Multilaser Foot Spa;Multi;;0;0;;;Produto;Pai;;;;0;99;99;2;40;20;40;0;;;Sim
1715;7898506467563;;848;Hidromassageador Para Pés Multilaser Foot Spa;Multi;;0;0;;;Produto;Pai;;;;0;99;99;2;40;20;40;0;;;Sim
654;7898506467556-01;;340;Hidromassageador Para Pés Multilaser Foot Spa - 110V;Multi;;0;653;7898506467556;7898506467556;Produto;Filho;;;;0;99;99;2;40;20;40;0;;;Sim
1716;7898506467563-01;;848;Hidromassageador Para Pés Multilaser Foot Spa - 220V;Multi;;0;1715;7898506467563;7898506467563;Produto;Filho;;;;0;99;99;2;40;20;40;0;;;Sim
3462;7898699911089;;1377;Higienizador Bluwe Para Mãos e Unhas 125ml;Bluwe;;0;3461;bluwe-higienizador-125ml;bluwe-higienizador-125ml;Produto;Filho;7898699911089;33043000;2001200;0;99;99;0,12;4,3;4,3;14,4;0;higiene, hijiene, hijienizador, jijienisador, higienisador, igiene, bluve, oleosidade, remove, borrifar, limpa, spray, bruwe, bruve;10/04/2023;Não
3461;bluwe-higienizador-125ml;;1377;Higienizador Bluwe Para Mãos e Unhas 125ml;Bluwe;;0;0;;;Produto;Pai;;33043000;2001200;0;99;99;0,12;4,3;4,3;14,4;0;higiene, hijiene, hijienizador, jijienisador, higienisador, igiene, bluve, oleosidade, remove, borrifar, limpa, spray, bruwe, bruve;10/04/2023;Sim
4227;lola-bemdito-bronze-200ml;;1743;Iluminador Corporal Lola Cosmetics Bemdito Bronze 200ml;Lola;;12;0;;;Produto;Pai;;33049990;2001500;0;6;6;0,23;6;3,8;15,5;0;bronse, glow, sol, lolla, beleza, corpo, corporal;25/10/2023;Sim
4228;7899572811281;;1743;Iluminador Corporal Lola Cosmetics Bemdito Bronze 200ml;Lola;;12;4227;lola-bemdito-bronze-200ml;lola-bemdito-bronze-200ml;Produto;Filho;7899572811281;33049990;2001500;0;6;6;0,23;6;3,8;15,5;0;bronse, glow, sol, lolla, beleza, corpo, corporal;25/10/2023;Sim
660;7899838886794-01;;343;Irrigador Oral Multilaser Clearpik Compact 500ml HC052;Multi;;0;659;7899838886794;7899838886794;Produto;Filho;;;;0;99;99;0,7;15;10;20;0;;;Sim
659;7899838886794;;343;Irrigador Oral Multilaser Clearpik Compact 500ml HC052;Multi;;0;0;;;Produto;Pai;;;;0;99;99;0,7;15;10;20;0;;;Sim
657;7899838823003;;342;Irrigador Oral Multilaser Clearpik Family 600ml HC037;Multi;;0;0;;;Produto;Pai;;;;0;99;99;1,1;25;15;30;0;;;Sim
658;7899838823003-01;;342;Irrigador Oral Multilaser Clearpik Family 600ml HC037;Multi;;0;657;7899838823003;7899838823003;Produto;Filho;;;;0;99;99;1,1;25;15;30;0;;;Sim
656;7899838823010;;341;Irrigador Oral Multilaser Clearpik Profissional 1000ml HC038;Multi;;1;655;multi-hc038;multi-hc038;Produto;Filho;7899838823010;;;0;99;99;1,3;25;15;25;0;;;Sim
655;multi-hc038;;341;Irrigador Oral Multilaser Clearpik Profissional 1000ml HC038;Multi;;1;0;;;Produto;Pai;;;;0;99;99;1,3;25;15;25;0;;;Sim
4224;kit-esmalte-impala-ana-10;;1741;Kit 10 Esmalte Ana Castela Completo Impala Manicure 7,5ml;Impala;;0;0;;;Kit;Pai;;;;;99;99;0,33;6;4,5;11,5;0;inpala, unhas, esmauti, esmalti, esmaute, anna, castella, cantora, boiadera,;25/10/2023;Não
3534;lixa-buffer-polidora-pct;;1411;Kit 10 Lixa Buffer Polidora 100/180 Cores Sortidas;RPC;;1;0;;;Kit;Pai;;;;;99;99;0,01;17,8;1,2;28;0;licha, bafer, baffer, bufer, unha, alongamento, lichamento, lixamento;19/04/2023;Sim
3536;65970447;;1411;Kit 10 Lixa Buffer Polidora 100/180 Cores Sortidas;RPC;;1;3534;lixa-buffer-polidora-pct;lixa-buffer-polidora-pct;Kit;Filho;;;;;99;99;0,01;17,8;1,2;28;0;licha, bafer, baffer, bufer, unha, alongamento, lichamento, lixamento;19/04/2023;Sim
4166;kit-DeZ-topcoat-12un-15ml;;1715;Kit 12 Top Coat D&Z 15ml;D&Z;;9;0;;;Kit;Pai;;;;;99;99;0,84;10,8;9,5;14,5;0;cout, cot, unha, alongamento, extensão, preparação, finalizador, beleza, manicure, pedicure, salão, profissional, dez;02/10/2023;Sim
4167;8165682729938;;1715;Kit 12 Top Coat D&Z 15ml;D&Z;;9;4166;kit-DeZ-topcoat-12un-15ml;kit-DeZ-topcoat-12un-15ml;Kit;Filho;8165682729938;;;;99;99;0,84;10,8;9,5;14,5;0;cout, cot, unha, alongamento, extensão, preparação, finalizador, beleza, manicure, pedicure, salão, profissional, dez;02/10/2023;Sim
3539;lixa-lavavel-polidora-kit;;1413;Kit 20 Lixa Lavável Polidora 100/180 Cores Sortidas;RPC;;10;0;;;Kit;Pai;;;;;99;99;0,02;11,1;3;18;0;licha, lixamento, lichamento, unha, alongamento, alongamento, sustentavel, economica, poli, brilho, kite, kiti, quite, quiti;19/04/2023;Sim
3540;61422827;;1413;Kit 20 Lixa Lavável Polidora 100/180 Cores Sortidas;RPC;;10;3539;lixa-lavavel-polidora-kit;lixa-lavavel-polidora-kit;Kit;Filho;;;;;99;99;0,02;11,1;3;18;0;licha, lixamento, lichamento, unha, alongamento, alongamento, sustentavel, economica, poli, brilho, kite, kiti, quite, quiti;19/04/2023;Sim
3537;mini-lixa-buffer-kit;;1412;Kit 20 Mini Lixa Buffer Polidora 100/180 Cores Sortidas;RPC;;1;0;;;Kit;Pai;;;;;99;99;0,01;17,2;1,2;25;0;licha, bafer, baffer, bufer, unha, alongamento, lichamento, lixamento, quite, quiti, kiti, kite;19/04/2023;Sim
3538;43783670;;1412;Kit 20 Mini Lixa Buffer Polidora 100/180 Cores Sortidas;RPC;;1;3537;mini-lixa-buffer-kit;mini-lixa-buffer-kit;Kit;Filho;;;;;99;99;0,01;17,2;1,2;25;0;licha, bafer, baffer, bufer, unha, alongamento, lichamento, lixamento, quite, quiti, kiti, kite;19/04/2023;Sim
4163;4940670327587;;1713;Kit 2 Top Coat D&Z 15ml;D&Z;;54;4161;kit-DeZ-topcoat-2uni-15ml;kit-DeZ-topcoat-2uni-15ml;Kit;Filho;4940670327587;;;;99;99;0,13;6,5;3,2;7,8;0;cout, cot, unha, alongamento, extensão, preparação, finalizador, beleza, manicure, pedicure, salão, profissional, dez;30/09/2023;Sim
4161;kit-DeZ-topcoat-2uni-15ml;;1713;Kit 2 Top Coat D&Z 15ml;D&Z;;54;0;;;Kit;Pai;;;;;99;99;0,13;6,5;3,2;7,8;0;cout, cot, unha, alongamento, extensão, preparação, finalizador, beleza, manicure, pedicure, salão, profissional, dez;30/09/2023;Sim
644;669120040015-01;;335;Kit 5 Dedo de Treino Para Manicure Com Adesivo;D&Z;;0;643;669120040015;669120040015;Produto;Filho;;;;0;99;99;0,05;5;5;10;0;;;Sim
643;669120040015;;335;Kit 5 Dedo de Treino Para Manicure Com Adesivo;D&Z;;0;0;;;Produto;Pai;;;;0;99;99;0,05;5;5;10;0;;;Sim
4165;7490325025322;;1714;Kit 6 Top Coat D&Z 15ml;D&Z;;18;4164;kit-DeZ-topcoat-6uni-15ml;kit-DeZ-topcoat-6uni-15ml;Kit;Filho;7490325025322;;;;99;99;0,38;7,8;3,2;19,5;0;cout, cot, unha, alongamento, extensão, preparação, finalizador, beleza, manicure, pedicure, salão, profissional, dez;02/10/2023;Sim
4164;kit-DeZ-topcoat-6uni-15ml;;1714;Kit 6 Top Coat D&Z 15ml;D&Z;;18;0;;;Kit;Pai;;;;;99;99;0,38;7,8;3,2;19,5;0;cout, cot, unha, alongamento, extensão, preparação, finalizador, beleza, manicure, pedicure, salão, profissional, dez;02/10/2023;Sim
4184;kit-aquecedor-depilflax-1;;1723;Kit Aquecedor de Cera Roll On Fan&Co Bivolt + Cera Depilflax;Fan&Co;;12;0;;;Kit;Pai;;;;;99;99;0,36;10;6;20;0;;14/10/2023;Sim
4186;69994319;;1723;Kit Aquecedor de Cera Roll On Fan&Co Bivolt + Cera Depilflax - Hortelã;Fan&Co;;3;4184;kit-aquecedor-depilflax-1;kit-aquecedor-depilflax-1;Kit;Filho;;;;;99;99;0,36;10;6;20;0;;14/10/2023;Sim
4185;90074998;;1723;Kit Aquecedor de Cera Roll On Fan&Co Bivolt + Cera Depilflax - Natural;Fan&Co;;3;4184;kit-aquecedor-depilflax-1;kit-aquecedor-depilflax-1;Kit;Filho;;;;;99;99;0,36;10;6;20;0;;14/10/2023;Sim
4187;44613891;;1723;Kit Aquecedor de Cera Roll On Fan&Co Bivolt + Cera Depilflax - Negra;Fan&Co;;3;4184;kit-aquecedor-depilflax-1;kit-aquecedor-depilflax-1;Kit;Filho;;;;;99;99;0,36;10;6;20;0;;14/10/2023;Sim
4188;38133893;;1723;Kit Aquecedor de Cera Roll On Fan&Co Bivolt + Cera Depilflax - Rosa;Fan&Co;;3;4184;kit-aquecedor-depilflax-1;kit-aquecedor-depilflax-1;Kit;Filho;;;;;99;99;0,36;10;6;20;0;;14/10/2023;Sim
4240;9230923936532;;1750;Kit Arvensis Ativador Ca. Ondulados 500ml + Spray Day After;Arvensis;;9;4239;kit-arvensis-atv500-spray;kit-arvensis-atv500-spray;Kit;Filho;9230923936532;;;;99;99;0,81;12;5;23;0;cachus, caixos, cachos, caxos, caichos, caichus, arvensi, arvencis, ispray, espray, sprai, hidratação, definição, nutrição, proteção, antifrizz, vegano;28/10/2023;Sim
4239;kit-arvensis-atv500-spray;;1750;Kit Arvensis Ativador Ca. Ondulados 500ml + Spray Day After;Arvensis;;9;0;;;Kit;Pai;;;;;99;99;0,81;12;5;23;0;cachus, caixos, cachos, caxos, caichos, caichus, arvensi, arvencis, ispray, espray, sprai, hidratação, definição, nutrição, proteção, antifrizz, vegano;28/10/2023;Sim
3912;blant-kit-blindagem;;1589;Kit Blant Blindagem Das Unhas Em Dois Passos 2x8,5ml;Blant;;10;0;;;Produto;Pai;;33043000;2001200;0;6;6;0,09;5,9;2,8;10,6;0;unha, reforco, protecao, crescimento, manicure, resistencia, vegano;07/07/2023;Sim
3913;7898525587716;;1589;Kit Blant Blindagem Das Unhas Em Dois Passos 2x8,5ml;Blant;;10;3912;blant-kit-blindagem;blant-kit-blindagem;Produto;Filho;7898525587716;33043000;2001200;0;6;6;0,09;5,9;2,8;10,6;0;unha, reforco, protecao, crescimento, manicure, resistencia, vegano;07/07/2023;Sim
4137;4377016305679;;1699;Kit Cabine LED/UV Piu Bella PB01 48W + Gel AnyLovy 24g;Piu Bella;;7;4136;kit-piubella-anylovy-1;kit-piubella-anylovy-1;Kit;Filho;;;;;99;99;0;0;0;0;0;;05/09/2023;Sim
4136;kit-piubella-anylovy-1;;1699;Kit Cabine LED/UV Piu Bella PB01 48W + Gel AnyLovy 24g;Piu Bella;;7;0;;;Kit;Pai;;;;;99;99;0;0;0;0;0;;05/09/2023;Sim
2777;8410125765760;;1151;Kit Capilar Felps XForce Tratamento Fortificante;Felps;;3;2776;kit-felps-xforce;kit-felps-xforce;Kit;Filho;;;;;99;99;0,9;14;12;16;0;;27/12/2022;Não
2776;kit-felps-xforce;;1151;Kit Capilar Felps XForce Tratamento Fortificante;Felps;;3;0;;;Kit;Pai;;;;;99;99;0,9;14;12;16;0;;27/12/2022;Não
175;7896046701826;;101;Kit Clareador de Pelos Cless Lightner Banho de Lua;Cless;;4;0;;;Produto;Pai;;;;0;99;99;0,16;9;5;14;0;;;Sim
176;7896046701826-01;;101;Kit Clareador de Pelos Cless Lightner Banho de Lua;Cless;;4;175;7896046701826;7896046701826;Produto;Filho;;;;0;99;99;0,16;9;5;14;0;;;Sim
177;cless-clareador-menta;;102;Kit Clareador de Pelos Cless Lightner Menta e Aloe Vera;Cless;;0;0;;;Produto;Pai;;;;0;99;99;0,14;9;5;14;0;;;Sim
178;7896046710934;;102;Kit Clareador de Pelos Cless Lightner Menta e Aloe Vera;Cless;;0;177;cless-clareador-menta;cless-clareador-menta;Produto;Filho;7896046710934;;;0;99;99;0,14;9;5;14;0;;;Sim
3275;beautycolor-tint-semamoni;;1332;Kit Coloração Beauty Color Bela&Cor Sem Amônia;Beauty Color;;107;0;;;Produto;Pai;;33059000;2002200;0;99;99;0,15;7,1;4,7;16,3;0;quite, core, sen, biuti, colar, cabelo, tintura, tinta, amonio, vegano;23/03/2023;Sim
3302;7896509976600;;1332;Kit Coloração Beauty Color Bela&Cor Sem Amônia - 2.0 - Preto;Beauty Color;;5;3275;beautycolor-tint-semamoni;beautycolor-tint-semamoni;Produto;Filho;7896509976600;33059000;2002200;0;99;99;0,15;7,1;4,7;16,3;0;quite, core, sen, biuti, colar, cabelo, tintura, tinta, amonio, vegano;27/03/2023;Sim
3303;7896509976617;;1332;Kit Coloração Beauty Color Bela&Cor Sem Amônia - 2.11 - Preto Azulado;Beauty Color;;6;3275;beautycolor-tint-semamoni;beautycolor-tint-semamoni;Produto;Filho;7896509976617;33059000;2002200;0;99;99;0,15;7,1;4,7;16,3;0;quite, core, sen, biuti, colar, cabelo, tintura, tinta, amonio, vegano;27/03/2023;Sim
3304;7896509976624;;1332;Kit Coloração Beauty Color Bela&Cor Sem Amônia - 3.0 - Castanho Escuro;Beauty Color;;10;3275;beautycolor-tint-semamoni;beautycolor-tint-semamoni;Produto;Filho;7896509976624;33059000;2002200;0;99;99;0,15;7,1;4,7;16,3;0;quite, core, sen, biuti, colar, cabelo, tintura, tinta, amonio, vegano;27/03/2023;Sim
3305;7896509976631;;1332;Kit Coloração Beauty Color Bela&Cor Sem Amônia - 4.0 - Castanho Natural;Beauty Color;;10;3275;beautycolor-tint-semamoni;beautycolor-tint-semamoni;Produto;Filho;7896509976631;33059000;2002200;0;99;99;0,15;7,1;4,7;16,3;0;quite, core, sen, biuti, colar, cabelo, tintura, tinta, amonio, vegano;27/03/2023;Sim
3283;7896509976723;;1332;Kit Coloração Beauty Color Bela&Cor Sem Amônia - 44.66 - Borgonha;Beauty Color;;6;3275;beautycolor-tint-semamoni;beautycolor-tint-semamoni;Produto;Filho;7896509976723;33059000;2002200;0;99;99;0,15;7,1;4,7;16,3;0;quite, core, sen, biuti, colar, cabelo, tintura, tinta, amonio, vegano;25/03/2023;Sim
3284;7896509976648;;1332;Kit Coloração Beauty Color Bela&Cor Sem Amônia - 5.0 - Castanho Claro;Beauty Color;;12;3275;beautycolor-tint-semamoni;beautycolor-tint-semamoni;Produto;Filho;7896509976648;33059000;2002200;0;99;99;0,15;7,1;4,7;16,3;0;quite, core, sen, biuti, colar, cabelo, tintura, tinta, amonio, vegano;25/03/2023;Sim
3285;7896509976730;;1332;Kit Coloração Beauty Color Bela&Cor Sem Amônia - 55.46 - Vermelho Fatale;Beauty Color;;6;3275;beautycolor-tint-semamoni;beautycolor-tint-semamoni;Produto;Filho;7896509976730;33059000;2002200;0;99;99;0,15;7,1;4,7;16,3;0;quite, core, sen, biuti, colar, cabelo, tintura, tinta, amonio, vegano;25/03/2023;Sim
3286;7896509976655;;1332;Kit Coloração Beauty Color Bela&Cor Sem Amônia - 6.0 - Louro Escuro;Beauty Color;;4;3275;beautycolor-tint-semamoni;beautycolor-tint-semamoni;Produto;Filho;7896509976655;33059000;2002200;0;99;99;0,15;7,1;4,7;16,3;0;quite, core, sen, biuti, colar, cabelo, tintura, tinta, amonio, vegano;25/03/2023;Sim
3287;7896509976679;;1332;Kit Coloração Beauty Color Bela&Cor Sem Amônia - 6.34 - Chocolate Avelã;Beauty Color;;5;3275;beautycolor-tint-semamoni;beautycolor-tint-semamoni;Produto;Filho;7896509976679;33059000;2002200;0;99;99;0,15;7,1;4,7;16,3;0;quite, core, sen, biuti, colar, cabelo, tintura, tinta, amonio, vegano;25/03/2023;Sim
3289;7896509976747;;1332;Kit Coloração Beauty Color Bela&Cor Sem Amônia - 66.26 - Marsala;Beauty Color;;10;3275;beautycolor-tint-semamoni;beautycolor-tint-semamoni;Produto;Filho;7896509976747;33059000;2002200;0;99;99;0,15;7,1;4,7;16,3;0;quite, core, sen, biuti, colar, cabelo, tintura, tinta, amonio, vegano;25/03/2023;Sim
3288;7896509976662;;1332;Kit Coloração Beauty Color Bela&Cor Sem Amônia - 6.7 - Chocolate;Beauty Color;;10;3275;beautycolor-tint-semamoni;beautycolor-tint-semamoni;Produto;Filho;7896509976662;33059000;2002200;0;99;99;0,15;7,1;4,7;16,3;0;quite, core, sen, biuti, colar, cabelo, tintura, tinta, amonio, vegano;25/03/2023;Sim
3290;7896509976686;;1332;Kit Coloração Beauty Color Bela&Cor Sem Amônia - 7.0 - Louro Médio;Beauty Color;;6;3275;beautycolor-tint-semamoni;beautycolor-tint-semamoni;Produto;Filho;7896509976686;33059000;2002200;0;99;99;0,15;7,1;4,7;16,3;0;quite, core, sen, biuti, colar, cabelo, tintura, tinta, amonio, vegano;25/03/2023;Sim
3291;7896509976693;;1332;Kit Coloração Beauty Color Bela&Cor Sem Amônia - 7.1 - Louro Cinza Médio;Beauty Color;;5;3275;beautycolor-tint-semamoni;beautycolor-tint-semamoni;Produto;Filho;7896509976693;33059000;2002200;0;99;99;0,15;7,1;4,7;16,3;0;quite, core, sen, biuti, colar, cabelo, tintura, tinta, amonio, vegano;25/03/2023;Sim
